является фонетико-семантическим компонентом,фонетик,汉字,部件1,部件2,部件3,部件4,部件5,部件6,部件7,部件8,部件9
Да,户,沪,氵,户,,,,,,,
Нет,,忱,忄,冘,,,,,,,
Нет,,诅,讠,且,,,,,,,
Нет,,诈,讠,乍,,,,,,,
Да,干,罕,冖,乂,干,,,,,,
Нет,,屁,尸,匕,匕,,,,,,
Да,㒸,坠,阝,人,土,,,,,,
Нет,,妓,女,十,又,,,,,,
Нет,,姊,女,丿,乙,丨,丿,,,,
Да,石,妒,女,户,,,,,,,
Нет,,纬,纟,韦,,,,,,,
Нет,,玫,王,攵,,,,,,,
Нет,,卦,土,土,卜,,,,,,
Нет,,坷,土,丁,口,,,,,,
Нет,,坯,土,不,一,,,,,,
Да,石,拓,扌,石,,,,,,,
Нет,,坪,土,平,,,,,,,
Да,昆,坤,土,申,,,,,,,
Нет,,拄,扌,主,,,,,,,
Нет,,拧,扌,宀,丁,,,,,,
Нет,,拂,扌,弗,,,,,,,
Да,出,拙,扌,出,,,,,,,
Нет,,拇,扌,母,,,,,,,
Нет,,拗,扌,幺,力,,,,,,
Нет,,茉,艹,末,,,,,,,
Нет,,昔,井,日,,,,,,,
Нет,,苛,艹,丁,口,,,,,,
Нет,,苫,艹,卜,口,,,,,,
Да,句,苟,艹,勹,口,,,,,,
Да,包,苞,艹,勹,己,,,,,,
Да,出,茁,艹,出,,,,,,,
Нет,,苔,艹,厶,口,,,,,,
Да,王,枉,木,王,,,,,,,
Нет,,枢,木,匚,乂,,,,,,
Нет,,枚,木,攴,,,,,,,
Нет,,枫,木,风,,,,,,,
Нет,,杭,木,亠,几,,,,,,
Да,有,郁,一,丿,月,阝,,,,,
Нет,,矾,石,凡,,,,,,,
Нет,,奈,大,示,,,,,,,
Нет,,奄,大,电,,,,,,,
Нет,,殴,匚,乂,殳,,,,,,
Нет,,歧,止,十,又,,,,,,
Нет,,卓,卜,日,十,,,,,,
Нет,,昙,日,云,,,,,,,
Нет,,哎,口,艹,乂,,,,,,
Нет,,咕,口,十,口,,,,,,
Нет,,呵,口,丁,口,,,,,,
Нет,,咙,口,龙,,,,,,,
Да,申,呻,口,申,,,,,,,
Нет,,咒,口,口,几,,,,,,
Да,包,咆,口,勹,己,,,,,,
Нет,,咖,口,力,口,,,,,,
Да,白,帕,巾,白,,,,,,,
Нет,,账,贝,长,,,,,,,
Нет,,贬,贝,丿,之,,,,,,
Нет,,贮,贝,宀,一,,,,,,
Нет,,氛,气,八,刀,,,,,,
Нет,,秉,秉,,,,,,,,
Нет,,岳,丘,山,,,,,,,
Нет,,侠,人,夹,,,,,,,
Нет,,侥,人,𭠍,兀,,,,,,
Да,吕,侣,人,口,口,,,,,,
Нет,,侈,人,夕,夕,,,,,,
Нет,,卑,卑,,,,,,,,
Нет,,刽,人,云,刀,,,,,,
Нет,,刹,乂,木,刀,,,,,,
Нет,,肴,乂,一,丿,月,,,,,
Нет,,觅,爪,见,,,,,,,
Нет,,忿,八,刀,心,,,,,,
Нет,,瓮,八,厶,瓦,,,,,,
Нет,,肮,月,亠,几,,,,,,
Нет,,肪,月,方,,,,,,,
Нет,,狞,犭,宀,丁,,,,,,
Нет,,庞,广,龙,,,,,,,
Нет,,疟,疒,𰀂,,,,,,,
Да,乞,疙,疒,丿,一,乙,,,,,
Да,久,疚,疒,久,,,,,,,
Нет,,卒,亠,人,人,十,,,,,
Да,亡,氓,亡,民,,,,,,,
Да,巨,炬,火,巨,,,,,,,
Да,古,沽,氵,十,口,,,,,,
Нет,,沮,氵,且,,,,,,,
Да,立,泣,氵,立,,,,,,,
Нет,,泞,氵,宀,丁,,,,,,
Нет,,泌,氵,必,,,,,,,
Нет,,沼,氵,刀,口,,,,,,
Да,正,怔,忄,正,,,,,,,
Нет,,怯,忄,去,,,,,,,
Нет,,宠,宀,龙,,,,,,,
Нет,,宛,宀,夕,卩,,,,,,
Нет,,衩,衤,叉,,,,,,,
Нет,,祈,礻,斤,,,,,,,
Нет,,诡,讠,刀,厂,卩,,,,,
Нет,,帚,彐,冖,巾,,,,,,
Нет,,屉,尸,世,,,,,,,
Нет,,弧,弓,瓜,,,,,,,
Нет,,弥,弓,刀,小,,,,,,
Да,㔷,陋,阝,𠃊,丙,,,,,,
Да,百,陌,阝,百,,,,,,,
Нет,,函,凵,了,水,,,,,,
Нет,,姆,女,母,,,,,,,
Нет,,虱,乙,一,虫,,,,,,
Нет,,叁,厶,大,三,,,,,,
Да,申,绅,纟,申,,,,,,,
Да,句,驹,马,勹,口,,,,,,
Да,半,绊,纟,半,,,,,,,
Нет,,绎,纟,又,二,丨,,,,,
Нет,,契,丰,刀,大,,,,,,
Да,二,贰,弋,二,贝,,,,,,
Нет,,玷,王,卜,口,,,,,,
Нет,,玲,王,人,一,卩,,,,,
Нет,,珊,王,册,,,,,,,
Нет,,拭,扌,弋,工,,,,,,
Нет,,拷,扌,耂,丂,,,,,,
Да,共,拱,扌,井,八,,,,,,
Нет,,挟,扌,夹,,,,,,,
Да,后,垢,土,后,,,,,,,
Нет,,垛,土,几,木,,,,,,
Нет,,拯,扌,丞,,,,,,,
Да,耕,荆,艹,开,刂,,,,,,
Нет,,茸,艹,耳,,,,,,,
Нет,,茬,艹,一,人,土,,,,,
Нет,,荚,艹,夹,,,,,,,
Нет,,茵,艹,囗,大,,,,,,
Да,回,茴,艹,囗,口,,,,,,
Да,丩,荞,艹,夭,丿,丨,,,,,
Нет,,荠,艹,文,丿,丨,,,,,
Нет,,荤,艹,冖,车,,,,,,
Да,熒,荧,艹,冖,火,,,,,,
Нет,,荔,艹,力,力,力,,,,,
Нет,,栈,木,戋,,,,,,,
Нет,,柑,木,甘,,,,,,,
Нет,,栅,木,册,,,,,,,
Нет,,柠,木,宀,丁,,,,,,
Нет,,枷,木,力,口,,,,,,
Нет,,勃,十,冖,子,力,,,,,
Нет,,柬,木,口,丷,,,,,,
Нет,,砂,石,少,,,,,,,
Нет,,泵,石,水,,,,,,,
Да,见,砚,石,见,,,,,,,
Нет,,鸥,匚,乂,鸟,,,,,,
Да,由,轴,车,由,,,,,,,
Нет,,韭,非,一,,,,,,,
Нет,,虐,虍,𰀂,,,,,,,
Нет,,昧,日,未,,,,,,,
Нет,,盹,目,屯,,,,,,,
Нет,,咧,口,歹,刀,,,,,,
Нет,,昵,日,尸,匕,,,,,,
Нет,,昭,日,刀,口,,,,,,
Да,中,盅,中,皿,,,,,,,
Да,员,勋,口,贝,力,,,,,,
Нет,,哆,口,夕,夕,,,,,,
Нет,,咪,口,米,,,,,,,
Нет,,哟,口,纟,勺,,,,,,
Нет,,幽,山,幺,幺,,,,,,
Нет,,钙,钅,丐,,,,,,,
Нет,,钝,钅,屯,,,,,,,
Да,内,钠,钅,内,,,,,,,
Да,金,钦,钅,欠,,,,,,,
Нет,,钧,钅,勹,冫,,,,,,
Нет,,钮,钅,丑,,,,,,,
Да,旦,毡,毛,卜,口,,,,,,
Нет,,氢,气,又,土,,,,,,
Нет,,秕,禾,匕,匕,,,,,,
Да,肖,俏,人,小,月,,,,,,
Да,我,俄,人,我,,,,,,,
Да,利,俐,人,禾,刀,,,,,,
Нет,,侯,人,乛,一,矢,,,,,
Да,回,徊,彳,囗,口,,,,,,
Нет,,衍,彳,一,丁,氵,,,,,
Нет,,胚,月,不,一,,,,,,
Нет,,胧,月,龙,,,,,,,
Нет,,胎,月,厶,口,,,,,,
Да,争,狰,犭,争,,,,,,,
Да,耳,饵,饣,耳,,,,,,,
Нет,,峦,亦,山,,,,,,,
Да,亦,奕,亦,大,,,,,,,
Нет,,咨,冫,欠,口,,,,,,
Да,立,飒,立,风,,,,,,,
Нет,,闺,门,土,土,,,,,,
Да,门,闽,门,虫,,,,,,,
Нет,,籽,米,子,,,,,,,
Нет,,娄,米,女,,,,,,,
Нет,,烁,火,乐,,,,,,,
Да,玄,炫,火,亠,幺,,,,,,
Нет,,洼,氵,土,土,,,,,,
Да,七,柒,氵,七,木,,,,,,
Нет,,涎,氵,廴,𠂛,,,,,,
Да,各,洛,氵,夂,口,,,,,,
Да,寺,恃,忄,土,寸,,,,,,
Да,光,恍,忄,小,兀,,,,,,
Да,甜,恬,忄,舌,,,,,,,
Нет,,恤,忄,血,,,,,,,
Нет,,宦,宀,臣,,,,,,,
Да,戒,诫,讠,廾,戈,,,,,,
Да,巫,诬,讠,工,人,人,,,,,
Нет,,祠,礻,司,,,,,,,
Нет,,诲,讠,𠂉,母,,,,,,
Нет,,屏,尸,丷,开,,,,,,
Нет,,屎,尸,米,,,,,,,
Нет,,逊,辶,子,小,,,,,,
Да,员,陨,阝,口,贝,,,,,,
Нет,,姚,女,兆,,,,,,,
Нет,,娜,女,月,阝,,,,,,
Нет,,蚤,叉,虫,,,,,,,
Нет,,骇,马,亥,,,,,,,
Да,云,耘,耒,云,,,,,,,
Нет,,耙,耒,巴,,,,,,,
Нет,,秦,𡗗,禾,,,,,,,
Нет,,匿,匚,艹,一,丿,口,,,,
Нет,,埂,土,更,,,,,,,
Да,吾,捂,扌,五,口,,,,,,
Да,旱,捍,扌,日,干,,,,,,
Нет,,袁,土,口,𧘇,,,,,,
Нет,,捌,扌,口,力,刂,,,,,
Нет,,挫,扌,人,人,土,,,,,
Нет,,挚,扌,丸,手,,,,,,
Нет,,捣,扌,{⿱丿⿴#(-𠃌㇉)丶},山,,,,,,
Да,甬,捅,扌,龴,用,,,,,,
Нет,,埃,土,厶,矢,,,,,,
Нет,,耿,耳,火,,,,,,,
Нет,,聂,耳,又,又,,,,,,
Нет,,荸,艹,十,冖,子,,,,,
Нет,,莽,艹,犬,廾,,,,,,
Да,来,莱,艹,来,,,,,,,
Нет,,莉,艹,禾,刀,,,,,,
Да,熒,莹,艹,冖,玉,,,,,,
Нет,,莺,艹,冖,鸟,,,,,,
Нет,,梆,木,丰,阝,,,,,,
Нет,,栖,木,西,,,,,,,
Да,华,桦,木,人,匕,十,,,,,
Да,全,栓,木,人,王,,,,,,
Нет,,桅,木,刀,厂,卩,,,,,
Нет,,桩,木,广,土,,,,,,
Нет,,贾,西,贝,,,,,,,
Нет,,酌,酉,勺,,,,,,,
Нет,,砸,石,匚,巾,,,,,,
Нет,,砰,石,平,,,,,,,
Нет,,砾,石,乐,,,,,,,
Нет,,殉,歹,勹,日,,,,,,
Да,呈,逞,辶,口,王,,,,,,
Нет,,哮,口,耂,子,,,,,,
Да,劳,唠,口,艹,冖,力,,,,,
Нет,,哺,口,甫,,,,,,,
Нет,,剔,日,勿,刀,,,,,,
Нет,,蚌,虫,丰,,,,,,,
Нет,,蚜,虫,牙,,,,,,,
Да,半,畔,田,半,,,,,,,
Нет,,蚣,虫,八,厶,,,,,,
Да,斗,蚪,虫,斗,,,,,,,
Нет,,蚓,虫,弓,丨,,,,,,
Да,里,哩,口,里,,,,,,,
Нет,,圃,囗,甫,,,,,,,
Нет,,鸯,央,鸟,,,,,,,
Да,言,唁,口,言,,,,,,,
Нет,,哼,口,亠,口,了,,,,,
Да,夋,唆,口,厶,八,夂,,,,,
Да,肖,峭,山,小,月,,,,,,
Нет,,唧,口,{⿸𢀳丶},卩,,,,,,
Да,夋,峻,山,厶,八,夂,,,,,
Да,各,赂,贝,夂,口,,,,,,
Да,爿,赃,贝,广,土,,,,,,
Нет,,钾,钅,甲,,,,,,,
Нет,,铆,钅,卯,,,,,,,
Нет,,氨,气,宀,女,,,,,,
Да,术,秫,禾,木,丶,,,,,,
Нет,,笆,竹,巴,,,,,,,
Нет,,俺,人,大,电,,,,,,
Нет,,赁,人,壬,贝,,,,,,
Да,屈,倔,人,尸,出,,,,,,
Нет,,殷,㐆,殳,,,,,,,
Нет,,耸,人,人,耳,,,,,,
Нет,,舀,爪,臼,,,,,,,
Нет,,豺,豸,才,,,,,,,
Нет,,豹,豸,勺,,,,,,,
Нет,,颁,八,刀,页,,,,,,
Нет,,胯,月,大,一,丂,,,,,
Нет,,胰,月,夷,,,,,,,
Нет,,脐,月,文,丿,丨,,,,,
Нет,,脓,月,农,,,,,,,
Да,狂,逛,辶,犭,王,,,,,,
Нет,,卿,卯,{⿸𢀳丶},,,,,,,
Нет,,鸵,鸟,宀,匕,,,,,,
Нет,,鸳,夕,卩,鸟,,,,,,
Нет,,馁,饣,爪,女,,,,,,
Нет,,凌,冫,土,八,夂,,,,,
Нет,,凄,冫,妻,,,,,,,
Да,中,衷,衣,中,,,,,,,
Нет,,郭,亠,口,子,阝,,,,,
Нет,,斋,文,而,,,,,,,
Нет,,疹,疒,人,彡,,,,,,
Да,文,紊,文,糸,,,,,,,
Нет,,瓷,冫,欠,瓦,,,,,,
Нет,,羔,羊,火,,,,,,,
Да,各,烙,火,夂,口,,,,,,
Нет,,浦,氵,甫,,,,,,,
Нет,,涡,氵,口,内,,,,,,
Нет,,涣,氵,奂,,,,,,,
Нет,,涤,氵,夕,木,,,,,,
Да,闲,涧,氵,门,日,,,,,,
Нет,,涕,氵,弟,,,,,,,
Да,来,涩,氵,刃,止,,,,,,
Да,旱,悍,忄,日,干,,,,,,
Да,文,悯,忄,门,文,,,,,,
Нет,,窍,穴,工,丂,,,,,,
Нет,,诺,讠,艹,一,丿,口,,,,
Нет,,诽,讠,非,,,,,,,
Да,旦,袒,衤,日,一,,,,,,
Нет,,谆,讠,亠,口,子,,,,,
Нет,,祟,出,示,,,,,,,
Да,女,恕,女,口,心,,,,,,
Нет,,娩,女,免,,,,,,,
Да,夋,骏,马,厶,八,夂,,,,,
Да,琐,琐,王,小,贝,,,,,,
Нет,,麸,丰,夕,夫,,,,,,
Нет,,琉,王,亠,厶,川,,,,,
Да,良,琅,王,丶,艮,,,,,,
Нет,,措,扌,井,日,,,,,,
Нет,,捺,扌,大,示,,,,,,
Нет,,捶,扌,垂,,,,,,,
Да,亦,赦,赤,攴,,,,,,,
Нет,,埠,土,𠂤,十,,,,,,
Да,念,捻,扌,今,心,,,,,,
Нет,,掐,扌,刀,臼,,,,,,
Нет,,掂,扌,广,卜,口,,,,,
Да,夜,掖,扌,亠,人,夕,丶,,,,
Нет,,掷,扌,丷,天,阝,,,,,
Нет,,掸,扌,单,,,,,,,
Нет,,掺,扌,厶,大,彡,,,,,
Нет,,勘,其,乚,力,,,,,,
Нет,,聊,耳,卯,,,,,,,
Нет,,娶,耳,又,女,,,,,,
Нет,,菱,艹,土,八,夂,,,,,
Нет,,菲,艹,非,,,,,,,
Нет,,萎,艹,禾,女,,,,,,
Нет,,菩,艹,立,口,,,,,,
Нет,,萤,艹,冖,虫,,,,,,
Нет,,乾,十,日,十,丿,一,乙,,,
Нет,,萧,艹,肃,,,,,,,
Нет,,萨,艹,阝,产,,,,,,
Нет,,菇,艹,女,十,口,,,,,
Да,焚,彬,木,木,彡,,,,,,
Нет,,梗,木,更,,,,,,,
Да,吾,梧,木,五,口,,,,,,
Да,夋,梭,木,厶,八,夂,,,,,
Нет,,曹,卄,曰,日,,,,,,
Нет,,酝,酉,云,,,,,,,
Да,凶,酗,酉,凵,乂,,,,,,
Да,相,厢,厂,木,目,,,,,,
Нет,,硅,石,土,土,,,,,,
Да,石,硕,石,页,,,,,,,
Да,者,奢,大,耂,日,,,,,,
Да,灰,盔,厂,火,皿,,,,,,
Нет,,匾,匚,户,𠕁,,,,,,
Нет,,颅,卜,尸,页,,,,,,
Нет,,彪,虍,儿,彡,,,,,,
Да,匡,眶,目,匚,王,,,,,,
Да,吾,晤,日,五,口,,,,,,
Нет,,曼,曰,目,又,,,,,,
Нет,,晦,日,𠂉,母,,,,,,
Нет,,冕,冃,免,,,,,,,
Нет,,啡,口,非,,,,,,,
Нет,,畦,田,土,土,,,,,,
Да,止,趾,口,卜,人,止,,,,,
Нет,,啃,口,止,月,,,,,,
Нет,,蛆,虫,且,,,,,,,
Да,丘,蚯,虫,丘,,,,,,,
Нет,,蛉,虫,人,一,卩,,,,,
Нет,,蛀,虫,主,,,,,,,
Нет,,唬,口,虍,儿,,,,,,
Нет,,啰,口,罒,夕,,,,,,
Нет,,唾,口,垂,,,,,,,
Нет,,啤,口,卑,,,,,,,
Нет,,啥,口,人,舌,,,,,,
Нет,,啸,口,肃,,,,,,,
Нет,,崎,山,大,丁,口,,,,,
Нет,,逻,辶,罒,夕,,,,,,
Нет,,崔,山,隹,,,,,,,
Нет,,崩,山,月,月,,,,,,
Нет,,婴,贝,贝,女,,,,,,
Да,余,赊,贝,人,示,,,,,,
Нет,,铐,钅,耂,丂,,,,,,
Нет,,铛,钅,小,彐,,,,,,
Да,吕,铝,钅,口,口,,,,,,
Нет,,铡,钅,贝,刀,,,,,,
Да,先,铣,钅,丿,土,儿,,,,,
Да,名,铭,钅,夕,口,,,,,,
Нет,,矫,矢,夭,丿,丨,,,,,
Да,吉,秸,禾,士,口,,,,,,
Да,戉,秽,禾,山,夕,,,,,,
Да,生,笙,竹,生,,,,,,,
Нет,,笤,竹,刀,口,,,,,,
Нет,,偎,人,田,一,𰀠,,,,,
Нет,,傀,人,鬼,,,,,,,
Нет,,躯,身,匚,乂,,,,,,
Нет,,兜,匚,白,𠃌,一,儿,,,,
Нет,,衅,血,半,,,,,,,
Нет,,徘,彳,非,,,,,,,
Нет,,徙,彳,止,卜,人,,,,,
Да,白,舶,舟,白,,,,,,,
Да,弦,舷,舟,亠,幺,,,,,,
Нет,,舵,舟,宀,匕,,,,,,
Да,佥,敛,人,一,小,一,攴,,,,
Нет,,翎,人,一,卩,习,习,,,,
Нет,,脯,月,甫,,,,,,,
Нет,,逸,辶,免,丶,,,,,,
Да,皇,凰,几,白,王,,,,,,
Нет,,猖,犭,日,曰,,,,,,
Нет,,祭,𱼀,示,,,,,,,
Да,亨,烹,亠,口,了,火,,,,,
Да,石,庶,广,廿,火,,,,,,
Нет,,庵,广,大,电,,,,,,
Да,全,痊,疒,人,王,,,,,,
Нет,,阎,门,刀,臼,,,,,,
Нет,,阐,门,单,,,,,,,
Нет,,眷,丷,夫,目,,,,,,
Да,旱,焊,火,日,干,,,,,,
Нет,,焕,火,奂,,,,,,,
Да,工,鸿,氵,工,鸟,,,,,,
Нет,,涯,氵,厂,土,土,,,,,
Нет,,淑,氵,上,小,又,,,,,
Нет,,淌,氵,小,冂,口,,,,,
Нет,,淮,氵,隹,,,,,,,
Нет,,淆,氵,乂,一,丿,月,,,,
Нет,,渊,氵,丿,米,丨,,,,,
Нет,,淫,氵,爫,壬,,,,,,
Нет,,淳,氵,亠,口,子,,,,,
Нет,,淤,氵,方,人,冫,,,,,
Да,定,淀,氵,宀,乛,卜,人,,,,
Нет,,涮,氵,尸,巾,刀,,,,,
Нет,,涵,氵,凵,了,水,,,,,
Нет,,惦,忄,广,卜,口,,,,,
Нет,,悴,忄,亠,人,人,十,,,,
Нет,,惋,忄,宀,夕,卩,,,,,
Нет,,寂,宀,上,小,又,,,,,
Да,至,窒,穴,至,,,,,,,
Да,枼,谍,讠,世,木,,,,,,
Нет,,谐,讠,匕,匕,白,,,,,
Нет,,裆,衤,小,彐,,,,,,
Нет,,袱,衤,人,犬,,,,,,
Нет,,祷,礻,丰,寸,,,,,,
Нет,,谒,讠,日,勹,𠃊,人,,,,
Да,胃,谓,讠,田,月,,,,,,
Нет,,谚,讠,亠,丷,厂,彡,,,,
Нет,,尉,尸,示,寸,,,,,,
Нет,,堕,阝,一,丿,月,土,,,,
Нет,,隅,阝,禺,,,,,,,
Нет,,婉,女,宀,夕,卩,,,,,
Нет,,颇,皮,页,,,,,,,
Нет,,绰,纟,卜,日,十,,,,,
Нет,,绷,纟,月,月,,,,,,
Нет,,综,纟,宀,示,,,,,,
Да,定,绽,纟,宀,乛,卜,人,,,,
Нет,,缀,纟,又,又,又,又,,,,
Нет,,巢,巛,果,,,,,,,
Да,林,琳,王,木,木,,,,,,
Нет,,琢,王,豖,,,,,,,
Нет,,琼,王,京,,,,,,,
Нет,,揍,扌,𡗗,天,,,,,,
Нет,,堰,土,匚,日,女,,,,,
Нет,,揩,扌,匕,匕,白,,,,,
Да,监,揽,扌,丨,丨,丿,一,丶,见,,
Нет,,揖,扌,口,耳,,,,,,
Нет,,彭,十,豆,彡,,,,,,
Нет,,揣,扌,山,而,,,,,,
Да,毚,搀,扌,免,冫,,,,,,
Да,差,搓,扌,羊,工,,,,,,
Нет,,壹,士,冖,豆,,,,,,
Нет,,搔,扌,叉,虫,,,,,,
Да,胡,葫,艹,十,口,月,,,,,
Нет,,募,艹,日,大,力,,,,,
Да,爿,蒋,艹,丬,夕,寸,,,,,
Нет,,蒂,艹,亠,丷,冖,巾,,,,
Нет,,韩,十,日,十,韦,,,,,
Нет,,棱,木,土,八,夂,,,,,
Нет,,椰,木,耳,阝,,,,,,
Нет,,焚,木,木,火,,,,,,
Нет,,椎,木,隹,,,,,,,
Нет,,棺,木,宀,㠯,,,,,,
Да,郎,榔,木,丶,{⿸𢀳丶},阝,,,,,
Нет,,椭,木,阝,一,丿,月,,,,
Нет,,粟,西,米,,,,,,,
Да,来,棘,朿,朿,,,,,,,
Нет,,酣,酉,甘,,,,,,,
Да,鱼,酥,酉,禾,,,,,,,
Да,肖,硝,石,小,月,,,,,,
Нет,,硫,石,亠,厶,川,,,,,
Нет,,颊,夹,页,,,,,,,
Да,历,雳,雨,厂,力,,,,,,
Нет,,翘,𭠍,兀,习,习,,,,,
Нет,,凿,业,丷,干,凵,,,,,
Нет,,棠,小,冂,口,木,,,,,
Нет,,晰,日,木,斤,,,,,,
Нет,,鼎,鼎,,,,,,,,
Нет,,喳,口,木,日,一,,,,,
Нет,,遏,辶,日,勹,𠃊,人,,,,
Нет,,晾,日,京,,,,,,,
Нет,,畴,田,丰,寸,,,,,,
Нет,,跋,口,卜,人,一,丿,丶,又,,
Нет,,跛,口,卜,人,皮,,,,,
Да,回,蛔,虫,囗,口,,,,,,
Нет,,蜒,虫,廴,𠂛,,,,,,
Да,合,蛤,虫,人,一,口,,,,,
Нет,,鹃,口,月,鸟,,,,,,
Нет,,喻,口,人,一,月,刀,,,,
Нет,,啼,口,亠,丷,冖,巾,,,,
Нет,,喧,口,宀,二,日,,,,,
Нет,,嵌,山,甘,欠,,,,,,
Нет,,赋,贝,一,弋,止,,,,,
Да,𧶠,赎,贝,十,乛,头,,,,,
Нет,,赐,贝,日,勿,,,,,,
Нет,,锉,钅,人,人,土,,,,,
Нет,,锌,钅,辛,,,,,,,
Да,生,甥,生,田,力,,,,,,
Нет,,掰,手,八,刀,手,,,,,
Нет,,氮,气,火,火,,,,,,
Нет,,氯,气,彐,氺,,,,,,
Нет,,黍,禾,人,氺,,,,,,
Нет,,筏,竹,人,戈,,,,,,
Да,𧶠,牍,片,十,乛,头,,,,,
Нет,,粤,丶,冂,米,一,丂,,,,
Нет,,逾,辶,人,一,月,刀,,,,
Нет,,腌,月,大,电,,,,,,
Да,夜,腋,月,亠,人,夕,丶,,,,
Нет,,腕,月,宀,夕,卩,,,,,
Да,星,猩,犭,生,日,,,,,,
Да,胃,猬,犭,田,月,,,,,,
Нет,,惫,夂,田,心,,,,,,
Нет,,敦,亠,口,子,攴,,,,,
Нет,,痘,疒,豆,,,,,,,
Да,利,痢,疒,禾,刀,,,,,,
Нет,,痪,疒,奂,,,,,,,
Да,夋,竣,立,厶,八,夂,,,,,
Нет,,翔,羊,习,习,,,,,,
Нет,,奠,丷,酉,大,,,,,,
Да,㒸,遂,辶,丷,豕,,,,,,
Нет,,焙,火,立,口,,,,,,
Нет,,滞,氵,卅,冖,巾,,,,,
Да,相,湘,氵,木,目,,,,,,
Нет,,渤,氵,十,冖,子,力,,,,
Да,少,渺,氵,目,少,,,,,,
Да,贵,溃,氵,中,一,贝,,,,,
Нет,,溅,氵,贝,戋,,,,,,
Да,拜,湃,水,手,手,,,,,,
Нет,,愕,忄,口,口,一,丂,,,,
Да,皇,惶,忄,白,王,,,,,,
Нет,,寓,宀,禺,,,,,,,
Нет,,窖,穴,牛,口,,,,,,
Да,君,窘,穴,尹,口,,,,,,
Да,户,雇,户,隹,,,,,,,
Нет,,谤,讠,亠,丷,冖,方,,,,
Нет,,犀,尸,二,丨,二,牛,,,,
Нет,,隘,阝,丷,一,八,皿,,,,
Нет,,媒,女,甘,木,,,,,,
Нет,,媚,女,尸,丶,目,,,,,
Нет,,婿,女,乛,卜,人,月,,,,
Да,面,缅,纟,面,,,,,,,
Да,监,缆,纟,丨,丨,丿,一,丶,见,,
Нет,,缔,纟,亠,丷,冖,巾,,,,
Нет,,缕,纟,米,女,,,,,,
Нет,,骚,马,叉,虫,,,,,,
Нет,,瑟,王,王,必,,,,,,
Нет,,鹉,一,弋,止,鸟,,,,,
Нет,,瑰,王,鬼,,,,,,,
Да,唐,搪,扌,广,肀,口,,,,,
Да,甹,聘,耳,由,丂,,,,,,
Нет,,斟,其,乚,斗,,,,,,
Да,化,靴,革,人,匕,,,,,,
Нет,,靶,革,巴,,,,,,,
Нет,,蓖,艹,囟,匕,匕,,,,,
Нет,,蒿,艹,高,,,,,,,
Нет,,蒲,艹,氵,甫,,,,,,
Нет,,蓉,艹,宀,谷,,,,,,
Нет,,楔,木,丰,刀,大,,,,,
Нет,,椿,木,𡗗,日,,,,,,
Нет,,楷,木,匕,匕,白,,,,,
Да,监,榄,木,丨,丨,丿,一,丶,见,,
Нет,,楞,木,罒,方,,,,,,
Нет,,楣,木,尸,丶,目,,,,,
Да,各,酪,夂,口,酉,,,,,,
Да,典,碘,石,曲,八,,,,,,
Нет,,硼,石,月,月,,,,,,
Нет,,碉,石,冂,土,口,,,,,
Нет,,辐,车,一,口,田,,,,,
Нет,,辑,车,口,耳,,,,,,
Нет,,频,止,小,页,,,,,,
Да,者,睹,目,耂,日,,,,,,
Да,坴,睦,目,土,八,土,,,,,
Нет,,瞄,目,艹,田,,,,,,
Нет,,嗜,口,老,日,,,,,,
Нет,,嗦,口,十,冖,糸,,,,,
Нет,,暇,日,叚,,,,,,,
Нет,,畸,田,大,丁,口,,,,,
Нет,,跷,口,卜,人,𭠍,兀,,,,
Нет,,跺,口,卜,人,几,木,,,,
Да,吴,蜈,虫,口,天,,,,,,
Нет,,蜗,虫,口,内,,,,,,
Нет,,蜕,虫,丷,口,儿,,,,,
Да,甬,蛹,虫,龴,用,,,,,,
Нет,,嗅,口,自,犬,,,,,,
Нет,,嗡,口,八,厶,习,习,,,,
Да,蚩,嗤,口,山,一,虫,,,,,
Да,者,署,罒,耂,日,,,,,,
Нет,,蜀,罒,勹,虫,,,,,,
Да,晃,幌,巾,日,小,兀,,,,,
Нет,,锚,钅,艹,田,,,,,,
Нет,,锥,钅,隹,,,,,,,
Нет,,锨,钅,斤,欠,,,,,,
Да,定,锭,钅,宀,乛,卜,人,,,,
Нет,,锰,钅,子,皿,,,,,,
Нет,,稚,禾,隹,,,,,,,
Да,遗,颓,禾,几,页,,,,,,
Нет,,筷,竹,忄,夬,,,,,,
Нет,,魁,鬼,斗,,,,,,,
Да,吾,衙,彳,一,丁,五,口,,,,
Да,二,腻,月,弋,二,贝,,,,,
Нет,,腮,月,田,心,,,,,,
Нет,,腺,月,白,水,,,,,,
Нет,,鹏,月,月,鸟,,,,,,
Да,㣇,肄,匕,矢,聿,,,,,,
Да,袁,猿,犭,土,口,𧘇,,,,,
Да,顷,颖,匕,禾,页,,,,,,
Нет,,煞,刀,彐,攴,火,,,,,
Нет,,雏,刀,彐,隹,,,,,,
Нет,,馍,饣,艹,日,大,,,,,
Нет,,馏,饣,卯,田,,,,,,
Да,㐭,禀,亠,囗,口,示,,,,,
Да,畀,痹,疒,田,丌,,,,,,
Нет,,廓,广,亠,口,子,阝,,,,
Нет,,痴,疒,矢,口,,,,,,
Да,青,靖,立,丰,月,,,,,,
Да,朕,誊,丷,夫,言,,,,,,
Нет,,漓,氵,亠,凵,乂,禸,,,,
